城市编码,省区地区编码,省区,城市地区编码,城市,区县地区编码,区县
WTX_CH101051110,230000,黑龙江省,230300,鸡西市,230307,麻山
WTX_CH101051104,230000,黑龙江省,230300,鸡西市,230321,鸡东
WTX_CH101051102,230000,黑龙江省,230300,鸡西市,230381,虎林
WTX_CH101051103,230000,黑龙江省,230300,鸡西市,230382,密山
WTX_CH101051201,230000,黑龙江省,230400,鹤岗市,230400,鹤岗
WTX_CH101051204,230000,黑龙江省,230400,鹤岗市,230402,向阳区
WTX_CH101051205,230000,黑龙江省,230400,鹤岗市,230403,工农区
WTX_CH101051206,230000,黑龙江省,230400,鹤岗市,230404,南山区
WTX_CH101051207,230000,黑龙江省,230400,鹤岗市,230405,兴安区
WTX_CH101051208,230000,黑龙江省,230400,鹤岗市,230406,东山区
WTX_CH101051209,230000,黑龙江省,230400,鹤岗市,230407,兴山区
WTX_CH101051203,230000,黑龙江省,230400,鹤岗市,230421,萝北
WTX_CH101051202,230000,黑龙江省,230400,鹤岗市,230422,绥滨
WTX_CH101051301,230000,黑龙江省,230500,双鸭山市,230500,双鸭山
WTX_CH101051306,230000,黑龙江省,230500,双鸭山市,230502,尖山区
WTX_CH101051307,230000,黑龙江省,230500,双鸭山市,230503,岭东区
WTX_CH101051308,230000,黑龙江省,230500,双鸭山市,230505,四方台
WTX_CH101051309,230000,黑龙江省,230500,双鸭山市,230506,宝山区
WTX_CH101051302,230000,黑龙江省,230500,双鸭山市,230521,集贤
WTX_CH101051303,230000,黑龙江省,230500,双鸭山市,230523,宝清
WTX_CH101051304,230000,黑龙江省,230500,双鸭山市,230524,饶河
WTX_CH101050901,230000,黑龙江省,230600,大庆市,230600,大庆
WTX_CH101050906,230000,黑龙江省,230600,大庆市,230602,萨尔图
WTX_CH101050907,230000,黑龙江省,230600,大庆市,230603,龙凤区
WTX_CH101050908,230000,黑龙江省,230600,大庆市,230604,让胡路
WTX_CH101050909,230000,黑龙江省,230600,大庆市,230605,红岗区
WTX_CH101050910,230000,黑龙江省,230600,大庆市,230606,大同区
WTX_CH101050903,230000,黑龙江省,230600,大庆市,230621,肇州
WTX_CH101050904,230000,黑龙江省,230600,大庆市,230622,肇源
WTX_CH101050902,230000,黑龙江省,230600,大庆市,230623,林甸
WTX_CH101050905,230000,黑龙江省,230600,大庆市,230624,杜尔伯特
WTX_CH101050801,230000,黑龙江省,230700,伊春市,230700,伊春
WTX_CH101050830,230000,黑龙江省,230700,伊春市,230717,伊美区
WTX_CH101050806,230000,黑龙江省,230700,伊春市,230726,南岔县
WTX_CH101050807,230000,黑龙江省,230700,伊春市,230719,友好区
WTX_CH101050809,230000,黑龙江省,230700,伊春市,230718,乌翠区
WTX_CH101050812,230000,黑龙江省,230700,伊春市,230751,金林区
WTX_CH101050803,230000,黑龙江省,230700,伊春市,230724,丰林县
WTX_CH101050814,230000,黑龙江省,230700,伊春市,230723,汤旺县
WTX_CH101050815,230000,黑龙江省,230700,伊春市,230725,大箐山县
WTX_CH101050805,230000,黑龙江省,230700,伊春市,230722,嘉荫
WTX_CH101050804,230000,黑龙江省,230700,伊春市,230781,铁力
WTX_CH101050401,230000,黑龙江省,230800,佳木斯市,230800,佳木斯
WTX_CH101050408,230000,黑龙江省,230800,佳木斯市,230803,向阳区
WTX_CH101050409,230000,黑龙江省,230800,佳木斯市,230804,前进区
WTX_CH101050410,230000,黑龙江省,230800,佳木斯市,230805,东风区
WTX_CH101050411,230000,黑龙江省,230800,佳木斯市,230811,郊区
WTX_CH101050405,230000,黑龙江省,230800,佳木斯市,230822,桦南
WTX_CH101050404,230000,黑龙江省,230800,佳木斯市,230826,桦川
WTX_CH101050402,230000,黑龙江省,230800,佳木斯市,230828,汤原
WTX_CH101050406,230000,黑龙江省,230800,佳木斯市,230881,同江
WTX_CH101050407,230000,黑龙江省,230800,佳木斯市,230882,富锦
WTX_CH101050403,230000,黑龙江省,230800,佳木斯市,230883,抚远
WTX_CH101051002,230000,黑龙江省,230900,七台河市,230900,七台河
WTX_CH101051001,230000,黑龙江省,230900,七台河市,230902,新兴区
WTX_CH101051004,230000,黑龙江省,230900,七台河市,230903,桃山区
WTX_CH101051005,230000,黑龙江省,230900,七台河市,230904,茄子河
WTX_CH101051003,230000,黑龙江省,230900,七台河市,230921,勃利
WTX_CH101050301,230000,黑龙江省,231000,牡丹江市,231000,牡丹江
WTX_CH101050308,230000,黑龙江省,231000,牡丹江市,231002,东安区
WTX_CH101050309,230000,黑龙江省,231000,牡丹江市,231003,阳明
WTX_CH101050310,230000,黑龙江省,231000,牡丹江市,231004,爱民
WTX_CH101050311,230000,黑龙江省,231000,牡丹江市,231005,西安区
WTX_CH101050304,230000,黑龙江省,231000,牡丹江市,231025,林口
WTX_CH101050305,230000,黑龙江省,231000,牡丹江市,231081,绥芬河
WTX_CH101050302,230000,黑龙江省,231000,牡丹江市,231083,海林
WTX_CH101050306,230000,黑龙江省,231000,牡丹江市,231084,宁安
WTX_CH101050303,230000,黑龙江省,231000,牡丹江市,231085,穆棱
WTX_CH101050307,230000,黑龙江省,231000,牡丹江市,231086,东宁
WTX_CH101050601,230000,黑龙江省,231100,黑河市,231100,黑河
WTX_CH101050607,230000,黑龙江省,231100,黑河市,231102,爱辉
WTX_CH101050602,230000,黑龙江省,231100,黑河市,231183,嫩江
WTX_CH101050604,230000,黑龙江省,231100,黑河市,231123,逊克
WTX_CH101050603,230000,黑龙江省,231100,黑河市,231124,孙吴
WTX_CH101050606,230000,黑龙江省,231100,黑河市,231181,北安
WTX_CH101050605,230000,黑龙江省,231100,黑河市,231182,五大连池
WTX_CH101050501,230000,黑龙江省,231200,绥化市,231200,绥化
WTX_CH101050511,230000,黑龙江省,231200,绥化市,231202,北林
WTX_CH101050506,230000,黑龙江省,231200,绥化市,231221,望奎
WTX_CH101050507,230000,黑龙江省,231200,绥化市,231222,兰西
WTX_CH101050508,230000,黑龙江省,231200,绥化市,231223,青冈
WTX_CH101050509,230000,黑龙江省,231200,绥化市,231224,庆安
WTX_CH101050505,230000,黑龙江省,231200,绥化市,231225,明水
WTX_CH101050510,230000,黑龙江省,231200,绥化市,231226,绥棱
WTX_CH101050503,230000,黑龙江省,231200,绥化市,231281,安达
WTX_CH101050502,230000,黑龙江省,231200,绥化市,231282,肇东
WTX_CH101050504,230000,黑龙江省,231200,绥化市,231283,海伦
WTX_CH101050701,230000,黑龙江省,232700,大兴安岭地区,232700,大兴安岭
WTX_CH101050704,230000,黑龙江省,232700,大兴安岭地区,232721,呼玛
WTX_CH101050702,230000,黑龙江省,232700,大兴安岭地区,232722,塔河
WTX_CH101020400,310000,上海市,310100,上海市,310101,黄浦
WTX_CH101021200,310000,上海市,310100,上海市,310104,徐汇
WTX_CH101021300,310000,上海市,310100,上海市,310105,长宁区
WTX_CH101021400,310000,上海市,310100,上海市,310106,静安
WTX_CH101021500,310000,上海市,310100,上海市,310107,普陀区
WTX_CH101021600,310000,上海市,310100,上海市,310109,虹口
WTX_CH101021700,310000,上海市,310100,上海市,310110,杨浦
WTX_CH101020200,310000,上海市,310100,上海市,310112,闵行
WTX_CH101020300,310000,上海市,310100,上海市,310113,宝山
WTX_CH101020500,310000,上海市,310100,上海市,310114,嘉定
WTX_CH101020600,310000,上海市,310100,上海市,310115,浦东新区
WTX_CH101020700,310000,上海市,310100,上海市,310116,金山
WTX_CH101020900,310000,上海市,310100,上海市,310117,松江
WTX_CH101020800,310000,上海市,310100,上海市,310118,青浦
WTX_CH101021000,310000,上海市,310100,上海市,310120,奉贤
WTX_CH101021100,310000,上海市,310100,上海市,310151,崇明
WTX_CH101190101,320000,江苏省,320100,南京市,320100,南京
WTX_CH101050703,230000,黑龙江省,232700,大兴安岭地区,232701,漠河
WTX_CH101190108,320000,江苏省,320100,南京市,320102,玄武
WTX_CH101190109,320000,江苏省,320100,南京市,320104,秦淮
WTX_CH101190110,320000,江苏省,320100,南京市,320105,建邺
WTX_CH101190111,320000,江苏省,320100,南京市,320106,鼓楼
WTX_CH101190107,320000,江苏省,320100,南京市,320111,浦口
WTX_CH101190112,320000,江苏省,320100,南京市,320113,栖霞区
WTX_CH101190113,320000,江苏省,320100,南京市,320114,雨花台
WTX_CH101190104,320000,江苏省,320100,南京市,320115,江宁
WTX_CH101190105,320000,江苏省,320100,南京市,320116,六合
WTX_CH101190102,320000,江苏省,320100,南京市,320117,溧水
WTX_CH101190103,320000,江苏省,320100,南京市,320118,高淳
WTX_CH101190201,320000,江苏省,320200,无锡市,320200,无锡
WTX_CH101190204,320000,江苏省,320200,无锡市,320205,锡山
WTX_CH101190205,320000,江苏省,320200,无锡市,320206,惠山
WTX_CH101190206,320000,江苏省,320200,无锡市,320211,滨湖
WTX_CH101190207,320000,江苏省,320200,无锡市,320213,梁溪
WTX_CH101190208,320000,江苏省,320200,无锡市,320214,新吴
WTX_CH101190202,320000,江苏省,320200,无锡市,320281,江阴
WTX_CH101190203,320000,江苏省,320200,无锡市,320282,宜兴
WTX_CH101190801,320000,江苏省,320300,徐州市,320300,徐州
WTX_CH101190808,320000,江苏省,320300,徐州市,320302,鼓楼区
WTX_CH101190809,320000,江苏省,320300,徐州市,320303,云龙区
WTX_CH101190810,320000,江苏省,320300,徐州市,320305,贾汪
WTX_CH101190811,320000,江苏省,320300,徐州市,320311,泉山
WTX_CH101190802,320000,江苏省,320300,徐州市,320312,铜山
WTX_CH101190803,320000,江苏省,320300,徐州市,320321,丰县
WTX_CH101190804,320000,江苏省,320300,徐州市,320322,沛县
WTX_CH101190806,320000,江苏省,320300,徐州市,320324,睢宁
WTX_CH101190807,320000,江苏省,320300,徐州市,320381,新沂
WTX_CH101190805,320000,江苏省,320300,徐州市,320382,邳州
WTX_CH101191101,320000,江苏省,320400,常州市,320400,常州
WTX_CH101191105,320000,江苏省,320400,常州市,320402,天宁
WTX_CH101191106,320000,江苏省,320400,常州市,320404,钟楼
WTX_CH101191107,320000,江苏省,320400,常州市,320411,新北区
WTX_CH101191104,320000,江苏省,320400,常州市,320412,武进
WTX_CH101191103,320000,江苏省,320400,常州市,320413,金坛
WTX_CH101191102,320000,江苏省,320400,常州市,320481,溧阳
WTX_CH101190401,320000,江苏省,320500,苏州市,320500,苏州
WTX_CH101190406,320000,江苏省,320500,苏州市,320505,虎丘
WTX_CH101190405,320000,江苏省,320500,苏州市,320506,吴中
WTX_CH101190409,320000,江苏省,320500,苏州市,320507,相城
WTX_CH101190410,320000,江苏省,320500,苏州市,320508,姑苏
WTX_CH101190407,320000,江苏省,320500,苏州市,320509,吴江
WTX_CH101190402,320000,江苏省,320500,苏州市,320581,常熟
WTX_CH101190403,320000,江苏省,320500,苏州市,320582,张家港
WTX_CH101190404,320000,江苏省,320500,苏州市,320583,昆山
WTX_CH101190408,320000,江苏省,320500,苏州市,320585,太仓
WTX_CH101190501,320000,江苏省,320600,南通市,320600,南通
WTX_CH101190509,320000,江苏省,320600,南通市,320612,通州区
WTX_CH101190504,320000,江苏省,320600,南通市,320623,如东
WTX_CH101190507,320000,江苏省,320600,南通市,320681,启东
WTX_CH101190503,320000,江苏省,320600,南通市,320682,如皋
WTX_CH101190502,320000,江苏省,320600,南通市,320685,海安
WTX_CH101191001,320000,江苏省,320700,连云港市,320700,连云港
WTX_CH101191007,320000,江苏省,320700,连云港市,320703,连云
WTX_CH101191006,320000,江苏省,320700,连云港市,320706,海州
WTX_CH101191003,320000,江苏省,320700,连云港市,320707,赣榆
WTX_CH101191002,320000,江苏省,320700,连云港市,320722,东海
WTX_CH101191004,320000,江苏省,320700,连云港市,320723,灌云
WTX_CH101191005,320000,江苏省,320700,连云港市,320724,灌南
WTX_CH101190901,320000,江苏省,320800,淮安市,320800,淮安
WTX_CH101190908,320000,江苏省,320800,淮安市,320803,淮安区
WTX_CH101190906,320000,江苏省,320800,淮安市,320804,淮阴
WTX_CH101190907,320000,江苏省,320800,淮安市,320812,清江浦
WTX_CH101190904,320000,江苏省,320800,淮安市,320813,洪泽
WTX_CH101190905,320000,江苏省,320800,淮安市,320826,涟水
WTX_CH101190903,320000,江苏省,320800,淮安市,320830,盱眙
WTX_CH101190902,320000,江苏省,320800,淮安市,320831,金湖
WTX_CH101190710,320000,江苏省,320900,盐城市,320902,亭湖
WTX_CH101190709,320000,江苏省,320900,盐城市,320903,盐都
WTX_CH101190708,320000,江苏省,320900,盐城市,320904,大丰
WTX_CH101190702,320000,江苏省,320900,盐城市,320921,响水
WTX_CH101190703,320000,江苏省,320900,盐城市,320922,滨海
WTX_CH101190704,320000,江苏省,320900,盐城市,320923,阜宁
WTX_CH101190705,320000,江苏省,320900,盐城市,320924,射阳
WTX_CH101190706,320000,江苏省,320900,盐城市,320925,建湖
WTX_CH101190707,320000,江苏省,320900,盐城市,320981,东台
WTX_CH101190601,320000,江苏省,321000,扬州市,321000,扬州
WTX_CH101190607,320000,江苏省,321000,扬州市,321002,广陵
WTX_CH101190606,320000,江苏省,321000,扬州市,321003,邗江
WTX_CH101190605,320000,江苏省,321000,扬州市,321012,江都
WTX_CH101190602,320000,江苏省,321000,扬州市,321023,宝应
WTX_CH101190603,320000,江苏省,321000,扬州市,321081,仪征
WTX_CH101190604,320000,江苏省,321000,扬州市,321084,高邮
WTX_CH101190301,320000,江苏省,321100,镇江市,321100,镇江
WTX_CH101190306,320000,江苏省,321100,镇江市,321102,京口
WTX_CH101190307,320000,江苏省,321100,镇江市,321111,润州
WTX_CH101190305,320000,江苏省,321100,镇江市,321112,丹徒
WTX_CH101190302,320000,江苏省,321100,镇江市,321181,丹阳
WTX_CH101190303,320000,江苏省,321100,镇江市,321182,扬中
WTX_CH101190304,320000,江苏省,321100,镇江市,321183,句容
WTX_CH101191201,320000,江苏省,321200,泰州市,321200,泰州
WTX_CH101191206,320000,江苏省,321200,泰州市,321202,海陵
WTX_CH101191207,320000,江苏省,321200,泰州市,321203,高港
WTX_CH101191204,320000,江苏省,321200,泰州市,321204,姜堰
WTX_CH101191202,320000,江苏省,321200,泰州市,321281,兴化
WTX_CH101191205,320000,江苏省,321200,泰州市,321282,靖江
WTX_CH101191203,320000,江苏省,321200,泰州市,321283,泰兴
WTX_CH101191301,320000,江苏省,321300,宿迁市,321300,宿迁
WTX_CH101191306,320000,江苏省,321300,宿迁市,321302,宿城
WTX_CH101191305,320000,江苏省,321300,宿迁市,321311,宿豫
WTX_CH101191302,320000,江苏省,321300,宿迁市,321322,沭阳
WTX_CH101191303,320000,江苏省,321300,宿迁市,321323,泗阳
WTX_CH101191304,320000,江苏省,321300,宿迁市,321324,泗洪
WTX_CH101210109,330000,浙江省,330100,杭州市,330102,上城区
WTX_CH101210112,330000,浙江省,330100,杭州市,330105,拱墅
WTX_CH101210113,330000,浙江省,330100,杭州市,330106,西湖
WTX_CH101210114,330000,浙江省,330100,杭州市,330108,滨江
WTX_CH101210102,330000,浙江省,330100,杭州市,330109,萧山
WTX_CH101210106,330000,浙江省,330100,杭州市,330110,余杭
WTX_CH101210108,330000,浙江省,330100,杭州市,330111,富阳
WTX_CH101210107,330000,浙江省,330100,杭州市,330112,临安
WTX_CH101210103,330000,浙江省,330100,杭州市,330122,桐庐
WTX_CH101210104,330000,浙江省,330100,杭州市,330127,淳安
WTX_CH101210105,330000,浙江省,330100,杭州市,330182,建德
WTX_CH101210401,330000,浙江省,330200,宁波市,330200,宁波
WTX_CH101210402,330000,浙江省,330200,宁波市,330203,海曙
WTX_CH101210409,330000,浙江省,330200,宁波市,330205,江北区
WTX_CH101210410,330000,浙江省,330200,宁波市,330206,北仑
WTX_CH101210412,330000,浙江省,330200,宁波市,330211,镇海
WTX_CH101210411,330000,浙江省,330200,宁波市,330212,鄞州
WTX_CH101210405,330000,浙江省,330200,宁波市,330213,奉化
WTX_CH101210406,330000,浙江省,330200,宁波市,330225,象山
WTX_CH101210408,330000,浙江省,330200,宁波市,330226,宁海
WTX_CH101210404,330000,浙江省,330200,宁波市,330281,余姚
WTX_CH101210403,330000,浙江省,330200,宁波市,330282,慈溪
WTX_CH101210701,330000,浙江省,330300,温州市,330300,温州
WTX_CH101210710,330000,浙江省,330300,温州市,330302,鹿城
WTX_CH101210711,330000,浙江省,330300,温州市,330303,龙湾
WTX_CH101210712,330000,浙江省,330300,温州市,330304,瓯海
WTX_CH101210706,330000,浙江省,330300,温州市,330305,洞头
WTX_CH101210708,330000,浙江省,330300,温州市,330324,永嘉
WTX_CH101210704,330000,浙江省,330300,温州市,330326,平阳
WTX_CH101210709,330000,浙江省,330300,温州市,330327,苍南
WTX_CH101210703,330000,浙江省,330300,温州市,330328,文成
WTX_CH101210702,330000,浙江省,330300,温州市,330329,泰顺
WTX_CH101210705,330000,浙江省,330300,温州市,330381,瑞安
WTX_CH101210707,330000,浙江省,330300,温州市,330382,乐清
WTX_CH101210301,330000,浙江省,330400,嘉兴市,330400,嘉兴
WTX_CH101210307,330000,浙江省,330400,嘉兴市,330402,南湖
WTX_CH101210308,330000,浙江省,330400,嘉兴市,330411,秀洲
WTX_CH101210302,330000,浙江省,330400,嘉兴市,330421,嘉善
WTX_CH101210306,330000,浙江省,330400,嘉兴市,330424,海盐
WTX_CH101210303,330000,浙江省,330400,嘉兴市,330481,海宁
WTX_CH101210305,330000,浙江省,330400,嘉兴市,330482,平湖
WTX_CH101210304,330000,浙江省,330400,嘉兴市,330483,桐乡
WTX_CH101210201,330000,浙江省,330500,湖州市,330500,湖州
WTX_CH101210205,330000,浙江省,330500,湖州市,330502,吴兴
WTX_CH101210206,330000,浙江省,330500,湖州市,330503,南浔
WTX_CH101210204,330000,浙江省,330500,湖州市,330521,德清
WTX_CH101210202,330000,浙江省,330500,湖州市,330522,长兴
WTX_CH101210203,330000,浙江省,330500,湖州市,330523,安吉
WTX_CH101210501,330000,浙江省,330600,绍兴市,330602,越城
WTX_CH101210506,330000,浙江省,330600,绍兴市,330603,柯桥
WTX_CH101210503,330000,浙江省,330600,绍兴市,330604,上虞
WTX_CH101210504,330000,浙江省,330600,绍兴市,330624,新昌
WTX_CH101210502,330000,浙江省,330600,绍兴市,330681,诸暨
WTX_CH101210505,330000,浙江省,330600,绍兴市,330683,嵊州
WTX_CH101210901,330000,浙江省,330700,金华市,330700,金华
WTX_CH101210909,330000,浙江省,330700,金华市,330702,婺城
WTX_CH101210910,330000,浙江省,330700,金华市,330703,金东
WTX_CH101210906,330000,浙江省,330700,金华市,330723,武义
WTX_CH101210902,330000,浙江省,330700,金华市,330726,浦江
WTX_CH101210908,330000,浙江省,330700,金华市,330727,磐安
WTX_CH101210903,330000,浙江省,330700,金华市,330781,兰溪
WTX_CH101210904,330000,浙江省,330700,金华市,330782,义乌
WTX_CH101210905,330000,浙江省,330700,金华市,330783,东阳
WTX_CH101210907,330000,浙江省,330700,金华市,330784,永康
WTX_CH101211001,330000,浙江省,330800,衢州市,330800,衢州
WTX_CH101211007,330000,浙江省,330800,衢州市,330802,柯城
WTX_CH101211006,330000,浙江省,330800,衢州市,330803,衢江
WTX_CH101211002,330000,浙江省,330800,衢州市,330822,常山
WTX_CH101211003,330000,浙江省,330800,衢州市,330824,开化
WTX_CH101211004,330000,浙江省,330800,衢州市,330825,龙游
WTX_CH101211005,330000,浙江省,330800,衢州市,330881,江山
WTX_CH101211101,330000,浙江省,330900,舟山市,330900,舟山
WTX_CH101211106,330000,浙江省,330900,舟山市,330902,定海
WTX_CH101211105,330000,浙江省,330900,舟山市,330903,普陀
WTX_CH101211104,330000,浙江省,330900,舟山市,330921,岱山
WTX_CH101211102,330000,浙江省,330900,舟山市,330922,嵊泗
WTX_CH101210601,330000,浙江省,331000,台州市,331000,台州
WTX_CH101210611,330000,浙江省,331000,台州市,331002,椒江
WTX_CH101210604,330000,浙江省,331000,台州市,331022,三门
WTX_CH101210605,330000,浙江省,331000,台州市,331023,天台
WTX_CH101210606,330000,浙江省,331000,台州市,331024,仙居
WTX_CH101210613,330000,浙江省,331000,台州市,331004,路桥
WTX_CH101210607,330000,浙江省,331000,台州市,331081,温岭
WTX_CH101210610,330000,浙江省,331000,台州市,331082,临海
WTX_CH101210603,330000,浙江省,331000,台州市,331083,玉环
WTX_CH101210801,330000,浙江省,331100,丽水市,331100,丽水
WTX_CH101210810,330000,浙江省,331100,丽水市,331102,莲都
WTX_CH101210805,330000,浙江省,331100,丽水市,331121,青田
WTX_CH101210804,330000,浙江省,331100,丽水市,331122,缙云
WTX_CH101210802,330000,浙江省,331100,丽水市,331123,遂昌
WTX_CH101210808,330000,浙江省,331100,丽水市,331124,松阳
WTX_CH101210806,330000,浙江省,331100,丽水市,331125,云和
WTX_CH101210807,330000,浙江省,331100,丽水市,331126,庆元
WTX_CH101210809,330000,浙江省,331100,丽水市,331127,景宁
WTX_CH101210803,330000,浙江省,331100,丽水市,331181,龙泉
WTX_CH101220107,340000,安徽省,340100,合肥市,340102,瑶海
WTX_CH101220108,340000,安徽省,340100,合肥市,340103,庐阳
WTX_CH101220109,340000,安徽省,340100,合肥市,340104,蜀山
WTX_CH101220110,340000,安徽省,340100,合肥市,340111,包河
WTX_CH101220102,340000,安徽省,340100,合肥市,340121,长丰
WTX_CH101220103,340000,安徽省,340100,合肥市,340122,肥东
WTX_CH101220104,340000,安徽省,340100,合肥市,340123,肥西
WTX_CH101220106,340000,安徽省,340100,合肥市,340124,庐江
WTX_CH101220105,340000,安徽省,340100,合肥市,340181,巢湖
WTX_CH101220301,340000,安徽省,340200,芜湖市,340200,芜湖
WTX_CH101220306,340000,安徽省,340200,芜湖市,340202,镜湖
WTX_CH101220308,340000,安徽省,340200,芜湖市,340207,鸠江
WTX_CH101220304,340000,安徽省,340200,芜湖市,340223,南陵
WTX_CH101220305,340000,安徽省,340200,芜湖市,340281,无为
WTX_CH101220201,340000,安徽省,340300,蚌埠市,340300,蚌埠
WTX_CH101220101,340000,安徽省,340100,合肥市,340100,合肥
WTX_CH101220205,340000,安徽省,340300,蚌埠市,340302,龙子湖
WTX_CH101220206,340000,安徽省,340300,蚌埠市,340303,蚌山
WTX_CH101220207,340000,安徽省,340300,蚌埠市,340304,禹会
WTX_CH101220208,340000,安徽省,340300,蚌埠市,340311,淮上
WTX_CH101220202,340000,安徽省,340300,蚌埠市,340321,怀远
WTX_CH101220204,340000,安徽省,340300,蚌埠市,340322,五河
WTX_CH101220203,340000,安徽省,340300,蚌埠市,340323,固镇
WTX_CH101220401,340000,安徽省,340400,淮南市,340400,淮南
WTX_CH101220404,340000,安徽省,340400,淮南市,340402,大通区
WTX_CH101220405,340000,安徽省,340400,淮南市,340403,田家庵
WTX_CH101220406,340000,安徽省,340400,淮南市,340404,谢家集
WTX_CH101220407,340000,安徽省,340400,淮南市,340405,八公山
WTX_CH101220403,340000,安徽省,340400,淮南市,340406,潘集
WTX_CH101220402,340000,安徽省,340400,淮南市,340421,凤台
WTX_CH101220408,340000,安徽省,340400,淮南市,340422,寿县
WTX_CH101220501,340000,安徽省,340500,马鞍山市,340500,马鞍山
WTX_CH101220505,340000,安徽省,340500,马鞍山市,340503,花山
WTX_CH101220506,340000,安徽省,340500,马鞍山市,340504,雨山
WTX_CH101220507,340000,安徽省,340500,马鞍山市,340506,博望
WTX_CH101220502,340000,安徽省,340500,马鞍山市,340521,当涂
WTX_CH101220503,340000,安徽省,340500,马鞍山市,340522,含山
WTX_CH101220504,340000,安徽省,340500,马鞍山市,340523,和县
WTX_CH101221201,340000,安徽省,340600,淮北市,340600,淮北
WTX_CH101221203,340000,安徽省,340600,淮北市,340602,杜集
WTX_CH101221204,340000,安徽省,340600,淮北市,340603,相山
WTX_CH101221205,340000,安徽省,340600,淮北市,340604,烈山
WTX_CH101221202,340000,安徽省,340600,淮北市,340621,濉溪
WTX_CH101221301,340000,安徽省,340700,铜陵市,340700,铜陵
WTX_CH101221302,340000,安徽省,340700,铜陵市,340705,铜官
WTX_CH101221303,340000,安徽省,340700,铜陵市,340706,义安
WTX_CH101221304,340000,安徽省,340700,铜陵市,340711,郊区
WTX_CH101221305,340000,安徽省,340700,铜陵市,340722,枞阳
WTX_CH101220601,340000,安徽省,340800,安庆市,340800,安庆
WTX_CH101220610,340000,安徽省,340800,安庆市,340802,迎江
WTX_CH101220611,340000,安徽省,340800,安庆市,340803,大观
WTX_CH101220612,340000,安徽省,340800,安庆市,340811,宜秀
WTX_CH101220605,340000,安徽省,340800,安庆市,340822,怀宁
WTX_CH101220603,340000,安徽省,340800,安庆市,340825,太湖
WTX_CH101220606,340000,安徽省,340800,安庆市,340826,宿松
WTX_CH101220607,340000,安徽省,340800,安庆市,340827,望江
WTX_CH101220608,340000,安徽省,340800,安庆市,340828,岳西
WTX_CH101220609,340000,安徽省,340800,安庆市,340881,桐城
WTX_CH101220604,340000,安徽省,340800,安庆市,340882,潜山
WTX_CH101221001,340000,安徽省,341000,黄山市,341000,黄山
WTX_CH101221003,340000,安徽省,341000,黄山市,341002,屯溪
WTX_CH101221002,340000,安徽省,341000,黄山市,341003,黄山区
WTX_CH101221009,340000,安徽省,341000,黄山市,341004,徽州
WTX_CH101221006,340000,安徽省,341000,黄山市,341021,歙县
WTX_CH101221007,340000,安徽省,341000,黄山市,341022,休宁
WTX_CH101221005,340000,安徽省,341000,黄山市,341023,黟县
WTX_CH101221004,340000,安徽省,341000,黄山市,341024,祁门
WTX_CH101221101,340000,安徽省,341100,滁州市,341100,滁州
WTX_CH101221108,340000,安徽省,341100,滁州市,341102,琅琊
WTX_CH101221109,340000,安徽省,341100,滁州市,341103,南谯
WTX_CH101221106,340000,安徽省,341100,滁州市,341122,来安
WTX_CH101221105,340000,安徽省,341100,滁州市,341124,全椒
WTX_CH101221104,340000,安徽省,341100,滁州市,341125,定远
WTX_CH101221102,340000,安徽省,341100,滁州市,341126,凤阳
WTX_CH101221107,340000,安徽省,341100,滁州市,341181,天长
WTX_CH101221103,340000,安徽省,341100,滁州市,341182,明光
WTX_CH101220801,340000,安徽省,341200,阜阳市,341200,阜阳
WTX_CH101220807,340000,安徽省,341200,阜阳市,341202,颍州
WTX_CH101220808,340000,安徽省,341200,阜阳市,341203,颍东
WTX_CH101220809,340000,安徽省,341200,阜阳市,341204,颍泉
WTX_CH101220804,340000,安徽省,341200,阜阳市,341221,临泉
WTX_CH101220806,340000,安徽省,341200,阜阳市,341222,太和
WTX_CH101220802,340000,安徽省,341200,阜阳市,341225,阜南
WTX_CH101220803,340000,安徽省,341200,阜阳市,341226,颍上
WTX_CH101220805,340000,安徽省,341200,阜阳市,341282,界首
WTX_CH101220701,340000,安徽省,341300,宿州市,341300,宿州
WTX_CH101220706,340000,安徽省,341300,宿州市,341302,埇桥
WTX_CH101220702,340000,安徽省,341300,宿州市,341321,砀山
WTX_CH101220705,340000,安徽省,341300,宿州市,341322,萧县
WTX_CH101220703,340000,安徽省,341300,宿州市,341323,灵璧
WTX_CH101220704,340000,安徽省,341300,宿州市,341324,泗县
WTX_CH101221501,340000,安徽省,341500,六安市,341500,六安
WTX_CH101221504,340000,安徽省,341500,六安市,341502,金安
WTX_CH101221508,340000,安徽省,341500,六安市,341503,裕安
WTX_CH101221509,340000,安徽省,341500,六安市,341504,叶集
WTX_CH101221502,340000,安徽省,341500,六安市,341522,霍邱
WTX_CH101221507,340000,安徽省,341500,六安市,341523,舒城
WTX_CH101221505,340000,安徽省,341500,六安市,341524,金寨
WTX_CH101221506,340000,安徽省,341500,六安市,341525,霍山
WTX_CH101220901,340000,安徽省,341600,亳州市,341600,亳州
WTX_CH101220905,340000,安徽省,341600,亳州市,341602,谯城
WTX_CH101220902,340000,安徽省,341600,亳州市,341621,涡阳
WTX_CH101220904,340000,安徽省,341600,亳州市,341622,蒙城
WTX_CH101220903,340000,安徽省,341600,亳州市,341623,利辛
WTX_CH101221701,340000,安徽省,341700,池州市,341700,池州
